-0.5175145096396769E+00   0.2647540821077641E+01
 0.7708353728181139E-15  -0.4049539204190464E-15
 0.5407814014829948E+00   0.3135202507006231E+01
 0.2436764605784075E-14   0.3310466549366365E-14
 0.5238822545802594E-15   0.1172691704485161E-15
 0.5407814014829923E+00   0.3135202507006218E+01
 0.2643087556912783E+00  -0.5123989267547308E+00
-0.9128371230103642E-15   0.2294273363367782E-16
 0.2238140464989720E-15   0.1895661321458765E-14
 0.2243254164815842E-02   0.1254894210159267E+01
-0.1516347856982330E+00  -0.1845467615934364E+01
-0.2350080863170508E-14   0.9859937563755328E-14
-0.1898630890671470E-15   0.5049735102911501E-14
-0.7216946021632115E-02   0.7530201518733510E+00
 0.2488878536848449E+01   0.1454999269597056E+02
 0.1496755668219584E-14  -0.1458450772803002E-14
-0.3016120425339926E-01  -0.6717865478850192E-02
 0.7510599651032204E+00   0.1672850914613628E+00
 0.6470872111813859E-15   0.1951575188798494E-14
 0.3685143917559073E-15   0.7013818248686208E-14
 0.6785478314029403E+00   0.2455260840363076E+01
-0.1416645683556095E-14  -0.1146282343504161E-14
-0.7510599651032192E+00  -0.1672850914613620E+00
-0.3016120425339985E-01  -0.6717865478852117E-02
 0.5681772172606295E-15   0.4165158904828841E-15
 0.1969683205448994E-15   0.3429701943371776E-14
-0.1637145280453112E-15  -0.2951198313505543E-15
 0.6785478314029386E+00   0.2455260840363064E+01
-0.1565826731281229E+00  -0.6040252318635648E+00
 0.3591566172375753E-15   0.5879892264938911E-15
 0.6163860642704748E-15   0.1750554861603982E-14
-0.4209343956015615E+00  -0.2224285982951541E+00
-0.3476874982647183E+00  -0.4855139785905243E+00
-0.6499964374860692E-15  -0.5962272854058922E-15
 0.3165606370050852E-15  -0.6576846150713392E-16
-0.6844047645794540E+00   0.1249982537740875E+01
-0.2011077479594849E+00  -0.8670194055401026E-01
 0.1079564265081034E-14  -0.1766702681226786E-14
 0.3372788574447927E-15   0.1147340404439386E-15
 0.1040478803651515E+00  -0.2468318608413340E+00
-0.9275344204386426E+00  -0.3532588198482714E+01
 0.6617723667019911E-16  -0.2677870412865149E-14
 0.3611472318302311E-15  -0.1115534276727056E-14
 0.3535468969081101E+00   0.1151102717724694E+01
-0.5821231584076341E-01   0.4009932304745208E+01
-0.8872330363550218E-15  -0.1911502521391010E-14
 0.5249694418741352E-03   0.7380462221434137E-03
