 0.1549420010589379E+01   0.6757207606406771E+01
 0.4585118447432192E+00   0.2428287733113444E+00
 0.2035839828076977E+01   0.5461252322683363E+01
 0.4648907198064963E+00  -0.9196488591215289E+00
 0.3298573091026657E+00   0.5567687899743955E+00
-0.4809874133105908E+00   0.1924349044492290E+01
-0.2431678412592386E-14  -0.8876660625383373E-15
 0.9130971490498463E-15  -0.4320215362821830E-15
-0.2661198556426355E-14   0.3881045697502986E-14
-0.1338264227540701E+01   0.2541774376420841E+01
 0.3600133883898628E-14   0.3046442202620982E-14
 0.1160282987385756E-13   0.4236237766718916E-14
 0.2989225392335229E-14  -0.1363071221087171E-14
-0.2220446049250312E-14   0.4440892098500377E-15
-0.1338264227540702E+01   0.2541774376420835E+01
 0.2842518086889089E-14  -0.1006815023314712E-13
-0.3053365717985405E-15   0.8284529832167778E-15
 0.1532291854807584E-14  -0.1793126693439336E-13
 0.6041903265534745E-14   0.2344146794954708E-13
 0.1273902106571963E-13   0.6032632145565397E-13
-0.5184157604726749E+00   0.5828597280833796E+01
 0.1167276919237261E-13  -0.4668703959945175E-14
 0.9072996547871538E-14   0.6726870053441755E-15
 0.4022535430552398E-14   0.1955884661150632E-13
-0.5117986630468337E-14  -0.2197308068029793E-13
 0.9166965257787530E-14   0.4132307486911594E-13
 0.1994931997373328E-15  -0.7621805747301535E-15
-0.5184157604728593E+00   0.5828597280833008E+01
-0.7418860158444172E-15   0.5958052381201018E-14
 0.7022347175749516E-15   0.5226417690820465E-14
 0.5673761901113322E-15  -0.6106797541379504E-14
 0.4140386864774685E-15   0.4491539490931719E-14
-0.1372492691584454E-14  -0.1239431531342346E-13
-0.5068624998309164E-02  -0.2165905046769833E-01
-0.2552407849246951E+00  -0.1090684957743805E+01
-0.1100647634821304E+01   0.2835716441711880E+01
-0.2010801025758730E-14   0.1326417215063381E-14
-0.7668407013474477E-15   0.2784259412008917E-14
 0.2420396485616572E-15   0.4301229569335970E-14
-0.1971805420003813E-14  -0.7731209021347299E-14
-0.3821351509563042E-14  -0.2061281233157869E-13
-0.2552407849244779E+00  -0.1090684957742855E+01
 0.5068624998312243E-02   0.2165905046772072E-01
-0.2971581314348271E-14  -0.1425053651471497E-13
-0.1100647634821455E+01   0.2835716441711114E+01
 0.3889217978572651E+00   0.7853333085407954E+00
 0.5265190755403533E+00   0.1112581947857167E+01
-0.1565745200179848E+00   0.2742407699108321E+00
-0.1542947988376828E-14   0.3619368526001804E-16
-0.1632908654085868E-14   0.5752310324305256E-14
-0.1348549282231205E-14   0.7863985509140070E-14
 0.6104848494286419E-14   0.1805373572637376E-13
 0.4552905114352648E-15  -0.2504308016703890E-14
-0.2673892902019893E-14  -0.5413733328803102E-15
-0.2712159654851275E+00   0.1829509128404696E+01
 0.1222984967280323E+01   0.2626777625716066E+00
-0.2348507272700191E+00  -0.5350841993314361E+00
 0.5223207008347287E+00   0.1061534907588155E+01
-0.4476920117145680E-14  -0.8152639546268794E-14
-0.3475246605940919E-14  -0.2223339932198497E-14
 0.5993766058678127E-14  -0.4196918841263324E-14
 0.6327449983853728E-14  -0.8058185916273303E-15
 0.2574665234861873E-14   0.4861979092684717E-14
-0.1716224071473499E-14  -0.4542490747598678E-14
 0.7953385477851292E+00   0.4012678582990726E+00
 0.6433038442148390E+00   0.4040816536669390E+01
 0.2409993129317364E+01   0.2469230330130125E+01
 0.8281298525609450E+00  -0.1970362730025489E+00
 0.7216078724205310E+00   0.1318513348682910E+01
-0.7685042252993574E-14  -0.1453163343323028E-13
 0.4195754230528375E-15   0.1746525724758680E-14
 0.9107789325907302E-14   0.1601241921206763E-13
 0.1161842453623530E-13   0.8272394751093978E-14
 0.6370062458256635E-16   0.1272961659111867E-14
-0.2309070317889113E-14  -0.1078533427511416E-13
 0.7173030401242129E+00   0.1225041171928491E+00
 0.1199741339079911E+01   0.3464794878207543E+01
 0.3775643651173155E+01   0.9836676956217445E+01
-0.9198245847390473E-14   0.5257571640225755E-13
-0.6770876467944763E-13  -0.1804442193485457E-12
-0.2124816856278834E-13  -0.8174503112567859E-13
-0.4814554736791558E-14   0.1441536943341093E-13
 0.7293394616459800E-14  -0.2211187972746363E-13
-0.1658873095169600E-01   0.7742495554806891E-01
 0.3701806621023054E+00  -0.1727752496045752E+01
 0.8837526504266018E-01   0.2110357255942442E+00
-0.5720384043778344E-02  -0.1365999181750100E-01
-0.1588660334872922E-13  -0.7871185119609983E-13
-0.7528327078013792E-13  -0.2582353033692138E-13
-0.2867272513563132E-13   0.1204330916165059E-12
-0.1254600127974121E+01   0.2029452572023527E+01
-0.1491815450993132E-13  -0.5012763581999492E-13
 0.2828078939144618E-13   0.9261514671502338E-13
 0.7853959035368111E-14   0.2127611459474996E-13
-0.1688428074550700E-14   0.1152538123737926E-13
-0.8042169405760159E-14   0.3466173177707849E-13
-0.3701806621022668E+00   0.1727752496045817E+01
-0.1658873095169666E-01   0.7742495554806580E-01
-0.5720384043776412E-02  -0.1365999181751629E-01
-0.8837526504278526E-01  -0.2110357255936648E+00
 0.3341044002552135E-14   0.3844273543718939E-13
 0.3082941360358299E-13  -0.9293541539374055E-14
-0.2556719262129175E-13  -0.1178659223565002E-12
 0.5412337245047638E-15  -0.1216041156659742E-14
-0.1254600127974104E+01   0.2029452572023511E+01
